,car_index,location_country,location_state,location_city,location_latitude,location_longitude
2771,C2771,US,IA,Davenport,41.545351,-90.594751
2772,C2772,US,AL,Mobile,30.692244,-88.102063
2773,C2773,US,AL,Orange Beach,30.290313,-87.594178
2774,C2774,US,AL,Orange Beach,30.290388,-87.594504
2775,C2775,US,AL,Orange Beach,30.289978,-87.594625
2776,C2776,US,AL,Daphne,30.606792,-87.897735
2777,C2777,US,AL,Orange Beach,30.289449,-87.594689
2778,C2778,US,WI,Madison,43.127707,-89.350595
2779,C2779,US,WI,Madison,43.128692,-89.350724
2780,C2780,US,WI,Madison,43.128128,-89.348544
2781,C2781,US,WI,Madison,43.128399,-89.349523
2782,C2782,US,WI,Madison,43.035218,-89.422825
2783,C2783,US,MN,Saint Paul,44.909277,-93.089472
2784,C2784,US,MN,Minneapolis,44.952128,-93.227287
2785,C2785,US,MN,Apple Valley,44.739069,-93.200508
2786,C2786,US,MN,Minneapolis,44.963311,-93.275376
2787,C2787,US,MN,Burnsville,44.743966,-93.268099
2788,C2788,US,MN,Mahtomedi,45.056615,-92.959264
2789,C2789,US,MN,Saint Paul,44.918801,-93.189439
2790,C2790,US,MN,Eagan,44.841574,-93.142743
2791,C2791,US,MN,Minneapolis,45.016966,-93.365575
2792,C2792,US,MN,Minneapolis,45.031896,-93.393819
2793,C2793,US,MN,Chanhassen,44.87659,-93.552552
2794,C2794,US,MN,Minneapolis,44.971158,-93.263655
2795,C2795,US,MN,Apple Valley,44.763619,-93.16845
2796,C2796,US,MN,Eagan,44.843006,-93.143078
2797,C2797,US,MN,Minneapolis,44.985131,-93.275306
2798,C2798,US,MN,Minneapolis,45.001835,-93.308011
2799,C2799,US,MN,Minneapolis,44.986354,-93.27606
2800,C2800,US,MN,Minneapolis,45.017371,-93.36669
2801,C2801,US,MN,Minneapolis,44.911705,-93.210693
2802,C2802,US,MN,Minneapolis,44.912248,-93.210502
2803,C2803,US,MN,Edina,44.879966,-93.362708
2804,C2804,US,MN,Minneapolis,44.911366,-93.21025
2805,C2805,US,MN,Bloomington,44.861664,-93.229242
2806,C2806,US,MN,Minneapolis,44.911883,-93.209633
2807,C2807,US,MN,Prior Lake,44.729425,-93.393742
2808,C2808,US,MN,Minneapolis,44.98787,-93.248541
2809,C2809,US,MN,Minneapolis,44.911669,-93.210709
2810,C2810,US,MN,Minneapolis,44.911455,-93.211389
2811,C2811,US,MN,Mounds View,45.099011,-93.213008
2812,C2812,US,MN,Saint Paul,45.004788,-93.104992
2813,C2813,US,MN,Bloomington,44.860918,-93.230078
2814,C2814,US,MN,Minneapolis,44.97896,-93.268032
2815,C2815,US,MN,Bloomington,44.86089,-93.230035
2816,C2816,US,MN,Minneapolis,44.947164,-93.348891
2817,C2817,US,MN,Minneapolis,44.961892,-93.290589
2818,C2818,US,MN,Savage,44.721451,-93.363221
2819,C2819,US,MN,Minneapolis,44.913647,-93.209828
2820,C2820,US,MN,Prior Lake,44.729863,-93.3923
2821,C2821,US,MN,Edina,44.877711,-93.3222
2822,C2822,US,MN,Minneapolis,44.971236,-93.265069
2823,C2823,US,MN,Minneapolis,44.913011,-93.211431
2824,C2824,US,MN,Minneapolis,44.936295,-93.209824
2825,C2825,US,MN,Minneapolis,44.911605,-93.209797
2826,C2826,US,MN,Minneapolis,44.911448,-93.210488
2827,C2827,US,MN,Minneapolis,44.900514,-93.217314
2828,C2828,US,MN,Minneapolis,44.977012,-93.261143
2829,C2829,US,MN,Shakopee,44.754764,-93.407687
2830,C2830,US,MN,Minneapolis,44.986137,-93.275873
2831,C2831,US,MN,Bloomington,44.860465,-93.230439
2832,C2832,US,MN,Bloomington,44.861406,-93.229668
2833,C2833,US,MN,Minneapolis,44.911871,-93.211743
2834,C2834,US,MN,Minneapolis,44.911893,-93.211913
2835,C2835,US,MN,Bloomington,44.860799,-93.228658
2836,C2836,US,MN,Minneapolis,44.912214,-93.211376
2837,C2837,US,MN,Bloomington,44.861986,-93.229872
2838,C2838,US,MN,Saint Paul,44.914897,-93.147012
2839,C2839,US,MN,Minneapolis,44.912376,-93.2107
2840,C2840,US,MN,Bloomington,44.860694,-93.229906
2841,C2841,US,MN,Minneapolis,45.018383,-93.366639
2842,C2842,US,MN,Bloomington,44.861599,-93.230311
2843,C2843,US,MN,Minneapolis,44.947048,-93.35089
2844,C2844,US,MN,Bloomington,44.861897,-93.229714
2845,C2845,US,MN,Minneapolis,44.912666,-93.211608
2846,C2846,US,MN,Minneapolis,44.91157,-93.211449
2847,C2847,US,MN,Minneapolis,44.926634,-93.26333
2848,C2848,US,MN,Minneapolis,44.94844,-93.348497
2849,C2849,US,MN,Chanhassen,44.87588,-93.526802
2850,C2850,US,MN,Minneapolis,44.912232,-93.210515
2851,C2851,US,MN,Minneapolis,44.912738,-93.210829
2852,C2852,US,MN,Minneapolis,44.912454,-93.211155
2853,C2853,US,MN,Minneapolis,44.936454,-93.208726
2854,C2854,US,MN,Minneapolis,44.91279,-93.211448
2855,C2855,US,MN,Bloomington,44.861638,-93.229099
2856,C2856,US,MN,Bloomington,44.861656,-93.230291
2857,C2857,US,MN,Hopkins,44.968201,-93.40572
2858,C2858,US,MN,Saint Paul,44.91439,-93.148056
2859,C2859,US,MN,Saint Paul,44.915447,-93.146809
2860,C2860,US,MN,Minneapolis,44.911254,-93.211513
2861,C2861,US,MN,Minneapolis,44.912337,-93.210672
2862,C2862,US,MN,Minneapolis,44.912026,-93.20977
2863,C2863,US,MN,Minneapolis,44.912341,-93.210849
2864,C2864,US,MN,Minneapolis,44.912047,-93.210761
2865,C2865,US,MN,Chanhassen,44.875205,-93.526231
2866,C2866,US,MN,Minneapolis,45.018288,-93.365747
2867,C2867,US,MN,Minneapolis,44.912617,-93.211649
2868,C2868,US,MN,Minneapolis,44.935511,-93.209513
2869,C2869,US,MN,Woodbury,44.939832,-92.928447
2870,C2870,US,MN,Bloomington,44.861926,-93.229395
2871,C2871,US,MN,Bloomington,44.861882,-93.23038
2872,C2872,US,MN,Saint Paul,44.915087,-93.146389
2873,C2873,US,MN,Minneapolis,44.80346,-93.347278
2874,C2874,US,MN,Shakopee,44.755494,-93.406068
2875,C2875,US,MN,Saint Paul,44.914918,-93.147582
2876,C2876,US,MN,Saint Paul,44.915407,-93.146872
2877,C2877,US,MN,Minneapolis,44.912167,-93.210724
2878,C2878,US,MN,Bloomington,44.861487,-93.230285
2879,C2879,US,MN,Stillwater,45.043334,-92.82499
2880,C2880,US,MN,Saint Paul,44.967689,-93.143848
2881,C2881,US,MN,Little Canada,45.03091,-93.091978
2882,C2882,US,MN,Plymouth,44.995135,-93.499125
2883,C2883,US,MN,Saint Paul,44.914935,-93.146533
2884,C2884,US,MN,Bloomington,44.86101,-93.230265
2885,C2885,US,MN,Minneapolis,45.018021,-93.367854
2886,C2886,US,MN,Minneapolis,44.937376,-93.209554
2887,C2887,US,MN,Minneapolis,44.986137,-93.275981
2888,C2888,US,MN,Stillwater,45.042683,-92.82592
2889,C2889,US,MN,Minneapolis,44.869992,-93.260587
2890,C2890,US,MN,Minneapolis,44.901966,-93.217718
2891,C2891,US,MN,Minneapolis,44.90109,-93.21809
2892,C2892,US,MN,Bloomington,44.810001,-93.341435
2893,C2893,US,MN,Minneapolis,44.95668,-93.256131
2894,C2894,US,MN,Minneapolis,44.902039,-93.217216
2895,C2895,US,MN,Stillwater,45.043612,-92.826081
2896,C2896,US,MN,Minneapolis,44.956561,-93.256846
2897,C2897,US,MN,Minneapolis,44.901406,-93.217957
2898,C2898,US,MN,Saint Paul,44.955346,-93.050117
2899,C2899,US,MN,Minneapolis,44.901038,-93.218679
2900,C2900,US,MN,Stillwater,45.043566,-92.82658
2901,C2901,US,MN,Brooklyn Park,45.104185,-93.363354
2902,C2902,US,MN,Stillwater,45.043417,-92.825209
2903,C2903,US,MN,Minneapolis,44.901869,-93.217509
2904,C2904,US,MN,Stillwater,45.043692,-92.826449
2905,C2905,US,MN,Minneapolis,44.900762,-93.218263
2906,C2906,US,MN,Minneapolis,44.957948,-93.297377
2907,C2907,US,MN,Minneapolis,44.901062,-93.218505
2908,C2908,US,MN,Minneapolis,44.95748,-93.298526
2909,C2909,US,MN,Minneapolis,44.958808,-93.298285
2910,C2910,US,MN,Minneapolis,44.987502,-93.247582
2911,C2911,US,MN,Minneapolis,44.900905,-93.219124
2912,C2912,US,MN,Minneapolis,44.987744,-93.22893
2913,C2913,US,MN,Minneapolis,44.900895,-93.219329
2914,C2914,US,LA,Metairie,29.97545,-90.143291
2915,C2915,US,LA,Metairie,29.974464,-90.141666
2916,C2916,US,LA,New Orleans,29.927578,-90.115164
2917,C2917,US,LA,Metairie,29.974662,-90.143144
2918,C2918,US,LA,New Orleans,29.927941,-90.115705
2919,C2919,US,LA,Metairie,29.974871,-90.144115
2920,C2920,US,LA,New Orleans,29.93437,-90.066044
2921,C2921,US,LA,Metairie,30.018732,-90.153128
2922,C2922,US,LA,Covington,30.440424,-90.137501
2923,C2923,US,LA,Metairie,30.018063,-90.152864
2924,C2924,US,LA,New Orleans,29.943156,-90.106005
2925,C2925,US,LA,New Orleans,29.955993,-90.135104
2926,C2926,US,LA,Metairie,29.974731,-90.160474
2927,C2927,US,LA,Metairie,29.973426,-90.161158
2928,C2928,US,LA,Metairie,29.975665,-90.160072
2929,C2929,US,LA,Metairie,29.974216,-90.161506
2930,C2930,US,LA,Metairie,30.011699,-90.221323
2931,C2931,US,LA,Metairie,29.973901,-90.161561
2932,C2932,US,LA,Metairie,29.975135,-90.159716
2933,C2933,US,LA,Metairie,29.974671,-90.160756
2934,C2934,US,LA,Metairie,29.973531,-90.16066
2935,C2935,US,LA,Metairie,29.975245,-90.161089
2936,C2936,US,LA,Metairie,29.975063,-90.160882
2937,C2937,US,LA,Metairie,29.997968,-90.131747
2938,C2938,US,LA,New Orleans,29.944963,-90.04118
2939,C2939,US,LA,Kenner,30.017593,-90.229899
2940,C2940,US,LA,Metairie,29.973968,-90.162225
2941,C2941,US,LA,Metairie,29.975182,-90.162255
2942,C2942,US,LA,New Orleans,29.940876,-90.105662
2943,C2943,US,LA,Baton Rouge,30.348229,-90.937128
2944,C2944,US,LA,Baton Rouge,30.348672,-90.935363
2945,C2945,US,LA,New Orleans,29.967128,-90.060324
2946,C2946,US,LA,New Orleans,30.056034,-89.958054
2947,C2947,US,LA,New Orleans,30.055039,-89.959589
2948,C2948,US,LA,Baton Rouge,30.433754,-91.189076
2949,C2949,US,CA,Alameda,37.778618,-122.288802
2950,C2950,US,CA,El Sobrante,37.979451,-122.297181
2951,C2951,US,CA,Alameda,37.779263,-122.289525
2952,C2952,US,CA,Alameda,37.778535,-122.289366
2953,C2953,US,CA,Alameda,37.779572,-122.287477
2954,C2954,US,CA,Alameda,37.778489,-122.288281
2955,C2955,US,CA,Alameda,37.778748,-122.287848
2956,C2956,US,CA,Alameda,37.778496,-122.287175
2957,C2957,US,CA,Alameda,37.778111,-122.286003
2958,C2958,US,CA,Alameda,37.778676,-122.287916
2959,C2959,US,CA,Alameda,37.778708,-122.288986
2960,C2960,US,CA,Alameda,37.77796,-122.288427
2961,C2961,US,CA,Oakland,37.762072,-122.16363
2962,C2962,US,CA,Alameda,37.779051,-122.287046
2963,C2963,US,CA,El Sobrante,37.949462,-122.267946
2964,C2964,US,CA,Oakland,37.783123,-122.24152
2965,C2965,US,CA,El Sobrante,37.949229,-122.267431
2966,C2966,US,CA,Oakland,37.792562,-122.271043
2967,C2967,US,CA,Oakland,37.815856,-122.278389
2968,C2968,US,CA,Pleasanton,37.689866,-121.883479
2969,C2969,US,CA,Castro Valley,37.713331,-122.015075
2970,C2970,US,CA,Berkeley,37.867969,-122.286731
2971,C2971,US,CA,Castro Valley,37.696147,-122.077463
2972,C2972,US,CA,Hayward,37.634731,-122.054562
2973,C2973,US,CA,El Cerrito,37.916399,-122.306848
2974,C2974,US,CA,Emeryville,37.843252,-122.295601
2975,C2975,US,CA,Alameda,37.76886,-122.244808
2976,C2976,US,CA,San Francisco,37.766134,-122.4022
2977,C2977,US,CA,Oakland,37.816962,-122.278113
2978,C2978,US,CA,San Leandro,37.699495,-122.140988
2979,C2979,US,CA,El Cerrito,37.916728,-122.307175
2980,C2980,US,CA,Castro Valley,37.697469,-122.074344
2981,C2981,US,CA,Oakland,37.816528,-122.279733
2982,C2982,US,CA,Emeryville,37.838033,-122.304398
2983,C2983,US,CA,Castro Valley,37.71862,-122.025355
2984,C2984,US,CA,Dublin,37.717681,-121.842467
2985,C2985,US,CA,San Francisco,37.787712,-122.392408
2986,C2986,US,CA,Hayward,37.685395,-122.070415
2987,C2987,US,CA,Oakland,37.816516,-122.279058
2988,C2988,US,CA,Pleasanton,37.681271,-121.883906
2989,C2989,US,CA,El Cerrito,37.915268,-122.307908
2990,C2990,US,CA,Danville,37.798224,-121.988336
2991,C2991,US,CA,Emeryville,37.839606,-122.304104
2992,C2992,US,CA,El Cerrito,37.915392,-122.308119
2993,C2993,US,CA,Hayward,37.688147,-122.091134
2994,C2994,US,CA,Dublin,37.711088,-121.940074
2995,C2995,US,CA,San Francisco,37.770135,-122.404935
2996,C2996,US,CA,San Ramon,37.738115,-121.956032
2997,C2997,US,CA,Oakland,37.801195,-122.191325
2998,C2998,US,CA,Oakland,37.816328,-122.279359
2999,C2999,US,CA,Hayward,37.679103,-122.072501
3000,C3000,US,CA,Oakland,37.815921,-122.278842
3001,C3001,US,CA,Oakland,37.746369,-122.17474
3002,C3002,US,CA,Emeryville,37.840859,-122.296373
3003,C3003,US,CA,Oakland,37.815913,-122.278687
3004,C3004,US,CA,Sunnyvale,37.371748,-122.055696
3005,C3005,US,CA,Oakland,37.815406,-122.278761
3006,C3006,US,CA,Castro Valley,37.707468,-122.08123
3007,C3007,US,CA,Richmond,37.932169,-122.371734
3008,C3008,US,CA,Palo Alto,37.425793,-122.1414
3009,C3009,US,CA,San Francisco,37.724913,-122.417795
3010,C3010,US,CA,Oakland,37.815884,-122.278946
3011,C3011,US,CA,Newark,37.526769,-122.005328
3012,C3012,US,CA,Pleasanton,37.692184,-121.921325
3013,C3013,US,CA,Pleasanton,37.697393,-121.902517
3014,C3014,US,CA,Emeryville,37.838384,-122.287825
3015,C3015,US,CA,Oakland,37.817036,-122.279329
3016,C3016,US,OK,Oklahoma City,35.612439,-97.578755
3017,C3017,US,OK,Oklahoma City,35.611182,-97.578856
3018,C3018,US,OK,Oklahoma City,35.536028,-97.583366
3019,C3019,US,OK,Edmond,35.730131,-97.593067
3020,C3020,US,OK,Oklahoma City,35.544108,-97.588635
3021,C3021,US,OK,Norman,35.223482,-97.505779
3022,C3022,US,OK,Mustang,35.397683,-97.735578
3023,C3023,US,OK,Blanchard,35.22154,-97.676685
3024,C3024,US,OK,Jones,35.611865,-97.315046
3025,C3025,US,OK,Oklahoma City,35.556828,-97.628493
3026,C3026,US,OK,Blanchard,35.220674,-97.675929
3027,C3027,US,OK,Blanchard,35.221318,-97.676479
3028,C3028,US,OK,Blanchard,35.222714,-97.675883
3029,C3029,US,OK,Blanchard,35.221253,-97.675636
3030,C3030,US,OK,Oklahoma City,35.464062,-97.681523
3031,C3031,US,OK,Blanchard,35.221543,-97.676793
3032,C3032,US,OK,Edmond,35.667556,-97.46399
3033,C3033,US,OK,Edmond,35.652807,-97.554309
3034,C3034,US,OK,Oklahoma City,35.51157,-97.606526
3035,C3035,US,OK,Oklahoma City,35.512229,-97.607302
3036,C3036,US,OK,Oklahoma City,35.511217,-97.607312
3037,C3037,US,OK,Yukon,35.572707,-97.724767
3038,C3038,US,OK,Oklahoma City,35.599431,-97.55191
3039,C3039,US,OK,Oklahoma City,35.512752,-97.606981
3040,C3040,US,OK,Oklahoma City,35.511583,-97.607412
3041,C3041,US,OK,Edmond,35.668231,-97.464153
3042,C3042,US,OK,Oklahoma City,35.512369,-97.607738
3043,C3043,US,OK,Oklahoma City,35.512166,-97.606827
3044,C3044,US,OK,Harrah,35.440492,-97.142523
3045,C3045,US,OK,Oklahoma City,35.511844,-97.607999
3046,C3046,US,OK,Oklahoma City,35.512736,-97.606504
3047,C3047,US,OK,Edmond,35.699914,-97.499466
3048,C3048,US,OK,Oklahoma City,35.512866,-97.606955
3049,C3049,US,OK,Edmond,35.652096,-97.555686
3050,C3050,US,OK,Oklahoma City,35.512144,-97.607312
3051,C3051,US,OK,Oklahoma City,35.511724,-97.608096
3052,C3052,US,OK,Edmond,35.651773,-97.554793
3053,C3053,US,OK,Oklahoma City,35.51208,-97.607257
3054,C3054,US,OK,Oklahoma City,35.511107,-97.60788
3055,C3055,US,OK,Oklahoma City,35.512276,-97.608378
3056,C3056,US,OK,Edmond,35.651699,-97.55544
3057,C3057,US,NE,PAPILLION,41.12061,-96.038646
3058,C3058,US,NE,Omaha,41.324767,-96.042066
3059,C3059,US,NE,Omaha,41.325603,-96.043475
3060,C3060,US,NE,Omaha,41.32509,-96.043322
3061,C3061,US,NE,Bennington,41.344201,-96.181662
3062,C3062,US,NE,Bennington,41.342406,-96.180318
3063,C3063,US,NE,Omaha,41.325291,-96.042185
3064,C3064,US,NE,Bennington,41.343428,-96.180383
3065,C3065,US,NE,Bellevue,41.162636,-95.903608
3066,C3066,US,NE,Lincoln,40.798117,-96.730017
3067,C3067,US,NE,Omaha,41.268807,-96.151841
3068,C3068,US,NE,Omaha,41.268808,-96.152523
3069,C3069,US,NE,Papillion,41.162948,-96.109382
3070,C3070,US,NE,Fremont,41.437127,-96.478444
3071,C3071,US,NE,Omaha,41.286506,-96.156386
3072,C3072,US,NE,Omaha,41.286372,-96.156411
3073,C3073,US,NE,Omaha,41.287158,-96.15826
3074,C3074,US,CA,Riverside,33.993915,-117.347472
3075,C3075,US,CA,Corona,33.881783,-117.563694
3076,C3076,US,CA,Corona,33.973049,-117.561637
3077,C3077,US,CA,Eastvale,33.986308,-117.552004
3078,C3078,US,CA,Riverside,33.991988,-117.34714
3079,C3079,US,CA,Riverside,33.99183,-117.348802
3080,C3080,US,CA,Ontario,34.057191,-117.647369
3081,C3081,US,CA,Montclair,34.071904,-117.68584
3082,C3082,US,CA,San Marino,34.120247,-118.108272
3083,C3083,US,CA,Beaumont,33.956131,-117.012407
3084,C3084,US,CA,Upland,34.100952,-117.670039
3085,C3085,US,CA,Redlands,34.083296,-117.190591
3086,C3086,US,CA,Riverside,33.982176,-117.349947
3087,C3087,US,CA,Riverside,33.992944,-117.347993
3088,C3088,US,CA,Visalia,36.336862,-119.256888
3089,C3089,US,CA,Monrovia,34.133293,-118.004353
3090,C3090,US,CA,Redlands,34.083882,-117.19075
3091,C3091,US,CA,Corona,33.967665,-117.590915
3092,C3092,US,CA,Ontario,34.020678,-117.651264
3093,C3093,US,CA,Chino,33.96416,-117.636144
3094,C3094,US,CA,Grand Terrace,34.031198,-117.305244
3095,C3095,US,CA,Diamond Bar,34.016849,-117.790657
3096,C3096,US,CA,Riverside,33.941264,-117.403164
3097,C3097,US,CA,Chino,34.01701,-117.659157
3098,C3098,US,CA,West Covina,34.081988,-117.926407
3099,C3099,US,CA,Upland,34.101782,-117.67125
3100,C3100,US,CA,Upland,34.101689,-117.671373
3101,C3101,US,CA,Eastvale,33.973577,-117.562426
3102,C3102,US,CA,Lake Arrowhead,34.259131,-117.223253
3103,C3103,US,CA,San Bernardino,34.077422,-117.301086
3104,C3104,US,CA,Pomona,34.067103,-117.76114
3105,C3105,US,CA,San Dimas,34.123722,-117.796466
3106,C3106,US,CA,Buena Park,33.847512,-117.987641
3107,C3107,US,CA,El Monte,34.090838,-118.055012
3108,C3108,US,CA,Corona,33.848022,-117.589211
3109,C3109,US,CA,Azusa,34.127844,-117.891292
3110,C3110,US,CA,West Covina,34.068899,-117.924696
3111,C3111,US,CA,Azusa,34.126514,-117.8936
3112,C3112,US,CA,El Monte,34.063043,-118.019152
3113,C3113,US,CA,Gardena,33.865125,-118.281533
3114,C3114,US,CA,Azusa,34.127146,-117.892262
3115,C3115,US,CA,Azusa,34.127181,-117.893095
3116,C3116,US,CA,Irwindale,34.081393,-117.994444
3117,C3117,US,CA,Azusa,34.126531,-117.892081
3118,C3118,US,CA,Fontana,34.121414,-117.47141
3119,C3119,US,CA,Riverside,33.8882,-117.321566
3120,C3120,US,CA,Irwindale,34.081237,-117.994742
3121,C3121,US,CA,La Verne,34.110346,-117.753066
3122,C3122,US,CA,San Dimas,34.122106,-117.796355
3123,C3123,US,CA,Gardena,33.864201,-118.281184
3124,C3124,US,CA,Apple Valley,34.52263,-117.207392
3125,C3125,US,CA,El Monte,34.090264,-118.052791
3126,C3126,US,CA,Los Angeles,34.024247,-118.391281
3127,C3127,US,CA,Los Angeles,34.166143,-118.527558
3128,C3128,US,CA,Los Angeles,33.975733,-118.417978
3129,C3129,US,CA,Palm Desert,33.74228,-116.306101
3130,C3130,US,CA,Lake Forest,33.675286,-117.658043
3131,C3131,US,CA,Irwindale,34.081093,-117.993593
3132,C3132,US,CA,Upland,34.090342,-117.638841
3133,C3133,US,CA,Beaumont,33.944487,-117.020895
3134,C3134,US,CA,Riverside,33.911613,-117.456673
3135,C3135,US,CA,Pomona,34.062126,-117.73597
3136,C3136,US,CA,Los Angeles,34.061843,-118.246675
3137,C3137,US,CA,Azusa,34.127047,-117.892048
3138,C3138,US,CA,Santa Ana,33.746075,-117.840328
3139,C3139,US,CA,Irwindale,34.080609,-117.994309
3140,C3140,US,CA,Rancho Cucamonga,34.138617,-117.570432
3141,C3141,US,CA,Riverside,33.876395,-117.481049
3142,C3142,US,CA,Chino Hills,34.000753,-117.729222
3143,C3143,US,CA,West Hollywood,34.082741,-118.375682
3144,C3144,US,CA,Corona,33.971926,-117.584254
3145,C3145,US,CA,Los Angeles,33.947042,-118.381779
3146,C3146,US,CA,Riverside,33.865105,-117.439983
3147,C3147,US,CA,San Dimas,34.121913,-117.795584
3148,C3148,US,CA,Los Angeles,34.089925,-118.173996
3149,C3149,US,CA,Azusa,34.12774,-117.892034
3150,C3150,US,CA,Los Angeles,34.10618,-118.332201
3151,C3151,US,CA,Pomona,34.062784,-117.735088
3152,C3152,US,CA,Glendale,34.180984,-118.227034
3153,C3153,US,CA,Los Angeles,34.320097,-118.409438
3154,C3154,US,CA,Brea,33.915122,-117.886335
3155,C3155,US,CA,Eastvale,33.973576,-117.562423
3156,C3156,US,CA,Los Angeles,34.066934,-118.351266
3157,C3157,US,CA,Los Angeles,34.10561,-118.334078
3158,C3158,US,CA,Riverside,33.975667,-117.473627
3159,C3159,US,CA,Fullerton,33.890738,-117.877756
3160,C3160,US,CA,Azusa,34.128224,-117.890877
3161,C3161,US,CA,Chino Hills,33.980339,-117.70927
3162,C3162,US,CA,Murrieta,33.572183,-117.238013
3163,C3163,US,CA,Los Angeles,34.045699,-118.232191
3164,C3164,US,CA,Santa Ana,33.76338,-117.859632
3165,C3165,US,CA,Ontario,34.070972,-117.551931
3166,C3166,US,CA,Pasadena,34.155694,-118.109212
3167,C3167,US,CA,Pomona,34.063245,-117.734455
3168,C3168,US,CA,Buena Park,33.847132,-117.988206
3169,C3169,US,CA,West Hollywood,34.081689,-118.376074
3170,C3170,US,CA,Irvine,33.731189,-117.767613
3171,C3171,US,CA,San Gabriel,34.127103,-118.080599
3172,C3172,US,CA,Diamond Bar,33.992984,-117.796906
3173,C3173,US,CA,Beverly Hills,34.067082,-118.402057
3174,C3174,US,CA,San Dimas,34.12365,-117.796173
3175,C3175,US,CA,Pico Rivera,34.013942,-118.064436
3176,C3176,US,CA,Los Angeles,34.230585,-118.520757
3177,C3177,US,CA,Los Angeles,33.946142,-118.382735
3178,C3178,US,CA,Rancho Cucamonga,34.137128,-117.538765
3179,C3179,US,CA,Corona,33.956713,-117.59187
3180,C3180,US,CA,Brea,33.915073,-117.88678
3181,C3181,US,CA,Chino Hills,34.000849,-117.728004
3182,C3182,US,CA,Azusa,34.128872,-117.896469
3183,C3183,US,CA,Commerce,33.971215,-118.127186
3184,C3184,US,CA,Irwindale,34.079123,-117.993902
3185,C3185,US,CA,Los Angeles,34.230585,-118.520087
3186,C3186,US,CA,Gardena,33.865964,-118.281567
3187,C3187,US,CA,Diamond Bar,33.993191,-117.828918
3188,C3188,US,CA,Glendora,34.127516,-117.829604
3189,C3189,US,CA,Pomona,34.063167,-117.734612
3190,C3190,US,CA,Irvine,33.714512,-117.743834
3191,C3191,US,CA,Riverside,33.863779,-117.440926
3192,C3192,US,CA,Upland,34.090014,-117.639207
3193,C3193,US,CA,Menifee,33.712389,-117.141292
3194,C3194,US,CA,Gardena,33.866182,-118.281853
3195,C3195,US,CA,Los Angeles,34.04561,-118.232783
3196,C3196,US,CA,Anaheim,33.850209,-117.781015
3197,C3197,US,CA,Gardena,33.866077,-118.281652
3198,C3198,US,CA,Los Angeles,33.959448,-118.417668
3199,C3199,US,CA,Riverside,33.912903,-117.456561
3200,C3200,US,CA,Los Angeles,34.052728,-118.255092
3201,C3201,US,CA,Norco,33.942897,-117.518842
3202,C3202,US,CA,Irvine,33.731045,-117.768901
3203,C3203,US,CA,Orange,33.782752,-117.84574
3204,C3204,US,CA,Irvine,33.715471,-117.745473
3205,C3205,US,CA,Anaheim,33.836785,-117.929899
3206,C3206,US,CA,Gardena,33.865833,-118.281595
3207,C3207,US,CA,Beaumont,33.944269,-117.021708
3208,C3208,US,CA,Jurupa Valley,33.961938,-117.542463
3209,C3209,US,IL,Schaumburg,42.073343,-88.060115
3210,C3210,US,IL,Schaumburg,42.074357,-88.060261
3211,C3211,US,IL,Wheeling,42.110176,-87.927739
3212,C3212,US,IL,Schaumburg,42.074577,-88.060517
3213,C3213,US,IL,Schaumburg,42.073421,-88.060956
3214,C3214,US,IL,Wheeling,42.108815,-87.926491
3215,C3215,US,IL,Bensenville,41.934939,-87.948656
3216,C3216,US,IL,Des Plaines,42.015005,-87.919289
3217,C3217,US,IL,Wheeling,42.108889,-87.926887
3218,C3218,US,IL,Elmwood Park,41.923109,-87.812352
3219,C3219,US,IL,Chicago,41.889646,-87.630399
3220,C3220,US,IL,Bensenville,41.934605,-87.949037
3221,C3221,US,IL,Forest Park,41.866571,-87.814977
3222,C3222,US,IL,Chicago,41.995443,-87.756012
3223,C3223,US,IL,Schaumburg,42.073986,-88.060298
3224,C3224,US,IL,Lake in the Hills,42.176354,-88.386065
3225,C3225,US,IL,Northbrook,42.120928,-87.816298
3226,C3226,US,IL,Chicago,41.940744,-87.662288
3227,C3227,US,IL,Schaumburg,42.074367,-88.060302
3228,C3228,US,IL,Schaumburg,42.075093,-88.060226
3229,C3229,US,IL,Chicago,41.936447,-87.812581
3230,C3230,US,IL,Bensenville,41.935687,-87.94943
3231,C3231,US,IL,Chicago,41.948209,-87.836171
3232,C3232,US,IL,Park Ridge,41.990566,-87.840287
3233,C3233,US,IL,Chicago,41.889497,-87.630333
3234,C3234,US,IL,Lake Bluff,42.293879,-87.87788
3235,C3235,US,IL,Bartlett,41.972396,-88.165807
3236,C3236,US,IL,Des Plaines,42.034799,-87.893334
3237,C3237,US,IL,Highland Park,42.201068,-87.806029
3238,C3238,US,IL,Chicago,41.992044,-87.784063
3239,C3239,US,IL,Deerfield,42.157238,-87.918101
3240,C3240,US,IL,Des Plaines,42.034089,-87.892763
3241,C3241,US,IL,Buffalo Grove,42.156702,-87.919181
3242,C3242,US,IL,Des Plaines,42.050725,-87.904032
3243,C3243,US,IL,Morton Grove,42.054682,-87.809124
3244,C3244,US,IL,Skokie,42.026997,-87.722457
3245,C3245,US,IL,Des Plaines,42.045227,-87.884179
3246,C3246,US,IL,Chicago,41.924072,-87.647471
3247,C3247,US,IL,Chicago,42.004798,-87.689579
3248,C3248,US,IL,Chicago,41.972011,-87.684163
3249,C3249,US,IL,Chicago,42.006017,-87.690604
3250,C3250,US,IL,Chicago,41.940479,-87.662884
