,car_index,fuelType,owner_id,vehicle_make,vehicle_model,vehicle_type,vehicle_year
3267,C3267,GASOLINE,7966843,Ford,Transit Wagon,van,2018
3268,C3268,GASOLINE,7966843,Ford,Transit Wagon,van,2018
3269,C3269,GASOLINE,9611532,Lexus,ES 350,car,2009
3270,C3270,GASOLINE,8878260,Honda,Odyssey,minivan,2015
3271,C3271,GASOLINE,7966843,Ford,Transit Wagon,van,2017
3272,C3272,GASOLINE,10969679,Toyota,Yaris,car,2008
3273,C3273,GASOLINE,7966843,Ford,Transit Wagon,van,2015
3274,C3274,GASOLINE,1759458,Mercedes-Benz,CLA-Class,car,2014
3275,C3275,GASOLINE,10757357,Ford,Fiesta,car,2019
3276,C3276,GASOLINE,15501759,Polaris,Slingshot,car,2020
3277,C3277,ELECTRIC,15207441,Tesla,Model S,car,2016
3278,C3278,GASOLINE,3670797,Hyundai,Elantra,car,2018
3279,C3279,GASOLINE,7878297,Hyundai,Accent,car,2018
3280,C3280,GASOLINE,7878297,Hyundai,Accent,car,2018
3281,C3281,ELECTRIC,15524263,Tesla,Model 3,car,2020
3282,C3282,GASOLINE,7878297,Hyundai,Tucson,suv,2018
3283,C3283,,10889638,Polaris,Slingshot,car,2019
3284,C3284,,10889638,Polaris,Slingshot,car,2019
3285,C3285,GASOLINE,10889638,Mercedes-Benz,C-Class,car,2014
3286,C3286,GASOLINE,6834359,Toyota,Tundra,truck,2018
3287,C3287,HYBRID,10817737,Ford,Fusion,car,2010
3288,C3288,GASOLINE,10907312,Ford,Fusion,car,2017
3289,C3289,GASOLINE,12194762,Mazda,MX-5 Miata,car,2016
3290,C3290,GASOLINE,386742,Nissan,Sentra,car,2015
3291,C3291,GASOLINE,15162497,Subaru,Impreza,car,2017
3292,C3292,ELECTRIC,1036065,Tesla,Model S,car,2015
3293,C3293,GASOLINE,12194762,Volkswagen,Jetta,car,2017
3294,C3294,GASOLINE,12194762,Audi,Q3,suv,2017
3295,C3295,GASOLINE,14266216,Hyundai,Sonata,car,2013
3296,C3296,GASOLINE,12194762,Volkswagen,Tiguan,suv,2016
3297,C3297,ELECTRIC,14907401,Tesla,Model S,car,2016
3298,C3298,GASOLINE,12194762,MINI,Cooper Countryman,car,2013
3299,C3299,GASOLINE,13615207,Chevrolet,Tahoe,suv,2017
3300,C3300,GASOLINE,2026947,Mazda,CX-5,suv,2016
3301,C3301,ELECTRIC,9602588,Tesla,Model 3,car,2019
3302,C3302,ELECTRIC,5523649,Tesla,Model 3,car,2019
3303,C3303,GASOLINE,8669035,Ford,Mustang,car,2017
3304,C3304,GASOLINE,2410003,Ford,Mustang,car,2017
3305,C3305,GASOLINE,6924112,Jeep,Wrangler,suv,2018
3306,C3306,GASOLINE,3088614,Jaguar,F-TYPE,car,2014
3307,C3307,GASOLINE,2254494,Aston Martin,DB9,car,2010
3308,C3308,HYBRID,2410003,Toyota,Prius,car,2010
3309,C3309,GASOLINE,9701822,Chevrolet,Camaro,car,2019
3310,C3310,GASOLINE,12011311,Subaru,WRX,car,2016
3311,C3311,GASOLINE,10128079,Chevrolet,Corvette,car,2019
3312,C3312,ELECTRIC,640814,Tesla,Model 3,car,2019
3313,C3313,GASOLINE,4020026,Ford,Mustang,car,2017
3314,C3314,GASOLINE,7152323,Toyota,Sienna,minivan,2018
3315,C3315,GASOLINE,10392344,Mercedes-Benz,S-Class,car,2014
3316,C3316,,864946,Chevrolet,Corvette,car,2019
3317,C3317,GASOLINE,6113037,Toyota,Camry,car,2020
3318,C3318,GASOLINE,9541863,Lamborghini,Huracan,car,2016
3319,C3319,GASOLINE,6924112,Jeep,Wrangler Unlimited,suv,2020
3320,C3320,GASOLINE,15462316,Volvo,S60,car,2014
3321,C3321,GASOLINE,6113037,Toyota,Tundra,truck,2020
3322,C3322,GASOLINE,15638205,Cadillac,XTS,car,2017
3323,C3323,GASOLINE,2168708,Chevrolet,Corvette Stingray,car,2014
3324,C3324,GASOLINE,6190641,Mercedes-Benz,E-Class,car,2014
3325,C3325,GASOLINE,8035496,Porsche,Macan,suv,2020
3326,C3326,GASOLINE,10392344,Mercedes-Benz,AMG GT,car,2018
3327,C3327,GASOLINE,6924112,Jeep,Wrangler Unlimited,suv,2020
3328,C3328,HYBRID,2410003,Lexus,RX 450h,suv,2013
3329,C3329,GASOLINE,3237409,Land Rover,Range Rover Sport,suv,2014
3330,C3330,ELECTRIC,640814,Tesla,Model S,car,2012
3331,C3331,ELECTRIC,1150655,Tesla,Model X,suv,2017
3332,C3332,GASOLINE,4800235,Land Rover,Range Rover Velar,suv,2019
3333,C3333,GASOLINE,9541863,Ferrari,488GTB,car,2018
3334,C3334,GASOLINE,15638205,Volkswagen,Eos,car,2013
3335,C3335,,14795675,Polaris,Slingshot,car,2019
3336,C3336,GASOLINE,8669035,Dodge,Grand Caravan,minivan,2013
3337,C3337,GASOLINE,3237409,Land Rover,Range Rover Sport,suv,2014
3338,C3338,GASOLINE,2619030,Ford,Focus,car,2016
3339,C3339,GASOLINE,1689194,Jeep,Gladiator,truck,2020
3340,C3340,GASOLINE,3772816,Land Rover,Range Rover Evoque,suv,2013
3341,C3341,GASOLINE,5176222,Infiniti,QX60,suv,2014
3342,C3342,GASOLINE,3237409,Land Rover,Range Rover Sport,suv,2014
3343,C3343,GASOLINE,9701822,Ford,Mustang,car,2018
3344,C3344,GASOLINE,9701822,Ford,Mustang,car,2018
3345,C3345,GASOLINE,9525628,BMW,4-Series,car,2020
3346,C3346,GASOLINE,4020026,Ford,Mustang,car,2016
3347,C3347,GASOLINE,7374542,Dodge,Grand Caravan,minivan,2019
3348,C3348,GASOLINE,14423417,Land Rover,Range Rover Sport,suv,2018
3349,C3349,GASOLINE,327969,Audi,Q8,suv,2019
3350,C3350,GASOLINE,8035496,Volvo,XC90,suv,2020
3351,C3351,ELECTRIC,1150655,Tesla,Model S,car,2017
3352,C3352,GASOLINE,3772816,Alfa Romeo,Giulia,car,2017
3353,C3353,GASOLINE,7374542,Jeep,Cherokee,suv,2019
3354,C3354,GASOLINE,731748,BMW,4 Series,car,2017
3355,C3355,GASOLINE,2883701,Volvo,XC90,suv,2018
3356,C3356,GASOLINE,4020026,Dodge,Challenger,car,2014
3357,C3357,ELECTRIC,9158484,Tesla,Model X,suv,2018
3358,C3358,GASOLINE,327969,Mercedes-benz,GLE-Class,suv,2020
3359,C3359,GASOLINE,9690380,Ford,Mustang,car,2019
3360,C3360,GASOLINE,3441058,Polaris,Slingshot,car,2019
3361,C3361,GASOLINE,12092003,Volvo,S80,car,2008
3362,C3362,GASOLINE,10286982,Mercedes-benz,E-Class,car,2019
3363,C3363,GASOLINE,12826790,Volkswagen,Passat,car,2017
3364,C3364,GASOLINE,4293191,Chevrolet,Suburban,suv,2015
3365,C3365,GASOLINE,9690380,BMW,4 Series Gran Coupe,car,2016
3366,C3366,GASOLINE,3088614,Land Rover,Range Rover Evoque,suv,2015
3367,C3367,GASOLINE,15666714,Nissan,Rogue,suv,2013
3368,C3368,GASOLINE,3772816,Ford,Mustang,car,2016
3369,C3369,GASOLINE,864946,Mercedes-benz,GLS-Class,suv,2019
3370,C3370,GASOLINE,4344950,Chevrolet,Cruze Limited,car,2016
3371,C3371,GASOLINE,731748,Mercedes-Benz,SLK-Class,car,2015
3372,C3372,GASOLINE,8669035,Kia,Sportage,suv,2015
3373,C3373,GASOLINE,9690380,BMW,4 Series,car,2018
3374,C3374,GASOLINE,2043564,Ford,F-150,truck,2017
3375,C3375,GASOLINE,7374542,Dodge,Grand Caravan,minivan,2019
3376,C3376,GASOLINE,3772816,Dodge,Durango,suv,2015
3377,C3377,GASOLINE,7374542,Chevrolet,Equinox,suv,2016
3378,C3378,GASOLINE,6190641,FIAT,500,car,2013
3379,C3379,GASOLINE,4344950,Chevrolet,Equinox,suv,2011
3380,C3380,GASOLINE,9722821,BMW,X3,suv,2017
3381,C3381,GASOLINE,15638205,Dodge,Grand Caravan,minivan,2014
3382,C3382,GASOLINE,1158477,GMC,Canyon,truck,2016
3383,C3383,GASOLINE,7113134,Toyota,RAV4,suv,2018
3384,C3384,GASOLINE,14457582,Hyundai,Equus,car,2014
3385,C3385,GASOLINE,15638205,Chrysler,Town and Country,minivan,2012
3386,C3386,GASOLINE,731748,BMW,2 Series,car,2016
3387,C3387,GASOLINE,14408451,Toyota,Camry,car,2017
3388,C3388,GASOLINE,11200338,Ford,Mustang,car,2017
3389,C3389,GASOLINE,9541863,Lamborghini,Urus,suv,2019
3390,C3390,GASOLINE,8669035,Chevrolet,Cruze,car,2012
3391,C3391,GASOLINE,2258170,Lexus,NX 300,suv,2018
3392,C3392,GASOLINE,4344950,Chevrolet,Cruze,car,2011
3393,C3393,GASOLINE,11200338,BMW,4 Series,car,2018
3394,C3394,GASOLINE,3237409,Audi,A6,car,2019
3395,C3395,GASOLINE,4344950,Chevrolet,Sonic,car,2013
3396,C3396,GASOLINE,3237409,BMW,4 Series,car,2014
3397,C3397,GASOLINE,14835595,Nissan,Versa,car,2016
3398,C3398,GASOLINE,6659719,Subaru,Outback,suv,2019
3399,C3399,GASOLINE,5764812,Toyota,Corolla,car,2016
3400,C3400,GASOLINE,4921537,Honda,Civic,car,2017
3401,C3401,GASOLINE,6659719,Mercedes-Benz,C-Class,car,2018
3402,C3402,GASOLINE,1096035,Volkswagen,Jetta,car,2015
3403,C3403,GASOLINE,1096035,Honda,Accord,car,2018
3404,C3404,ELECTRIC,1005272,Tesla,Model 3,car,2018
3405,C3405,ELECTRIC,1096035,Tesla,Model 3,car,2020
3406,C3406,ELECTRIC,1096035,Tesla,Model 3,car,2019
3407,C3407,GASOLINE,6635741,Subaru,Legacy,car,2020
3408,C3408,GASOLINE,6635741,Honda,CR-V,suv,2019
3409,C3409,GASOLINE,7313228,Toyota,RAV4,suv,2015
3410,C3410,GASOLINE,6635741,Honda,Pilot,suv,2019
3411,C3411,GASOLINE,7313228,Nissan,Rogue,suv,2017
3412,C3412,GASOLINE,6659719,Jeep,Wrangler Unlimited,suv,2020
3413,C3413,GASOLINE,1096035,Honda,Odyssey,minivan,2018
3414,C3414,ELECTRIC,338456,Tesla,Model X,suv,2016
3415,C3415,ELECTRIC,976194,Tesla,Model X,suv,2018
3416,C3416,GASOLINE,6635741,Mercedes-benz,GLC-Class,suv,2020
3417,C3417,GASOLINE,1096035,Honda,Civic,car,2018
3418,C3418,GASOLINE,4921537,Volkswagen,Touareg,suv,2014
3419,C3419,GASOLINE,15079787,Porsche,911,car,2018
3420,C3420,GASOLINE,10443511,Volkswagen,Tiguan,suv,2015
3421,C3421,HYBRID,1031108,Lexus,CT 200h,car,2015
3422,C3422,ELECTRIC,7197062,Tesla,Model 3,car,2018
3423,C3423,ELECTRIC,976194,Tesla,Model X,suv,2018
3424,C3424,GASOLINE,5861496,BMW,X3,suv,2016
3425,C3425,GASOLINE,15504721,Honda,Accord Sedan,car,2020
3426,C3426,ELECTRIC,338456,Tesla,Model X,suv,2019
3427,C3427,GASOLINE,1096035,MINI,Hardtop 2dr,car,2019
3428,C3428,ELECTRIC,8633909,Tesla,Model X,suv,2018
3429,C3429,ELECTRIC,976194,Tesla,Model X,suv,2018
3430,C3430,ELECTRIC,10302426,Tesla,Model X,suv,2019
3431,C3431,HYBRID,3771349,Hyundai,Ioniq Hybrid,car,2017
3432,C3432,HYBRID,2459011,BMW,i8,car,2017
3433,C3433,ELECTRIC,976194,Tesla,Model X,suv,2019
3434,C3434,ELECTRIC,976194,Tesla,Model X,suv,2017
3435,C3435,GASOLINE,14545819,Mercedes-Benz,G-Class,suv,2010
3436,C3436,ELECTRIC,11536062,Tesla,Model S,car,2013
3437,C3437,GASOLINE,1031108,FIAT,500,car,2013
3438,C3438,GASOLINE,2459011,Mercedes-Benz,S-Class,car,2015
3439,C3439,ELECTRIC,976194,Tesla,Model 3,car,2018
3440,C3440,GASOLINE,2459011,Porsche,Panamera,car,2017
3441,C3441,ELECTRIC,3082494,Tesla,Model 3,car,2018
3442,C3442,GASOLINE,11536062,Mercedes-benz,GLS-Class,suv,2019
3443,C3443,GASOLINE,11004094,Mercedes-Benz,G-Class,suv,2015
3444,C3444,GASOLINE,14731540,Mercedes-Benz,AMG GT,car,2016
3445,C3445,ELECTRIC,3082494,Tesla,Model 3,car,2018
3446,C3446,GASOLINE,320877,Scion,xB,car,2006
3447,C3447,GASOLINE,15079787,BMW,7 Series,car,2016
3448,C3448,GASOLINE,2459011,Land Rover,Range Rover,suv,2016
3449,C3449,GASOLINE,2459011,Ford,Shelby GT350,car,2016
3450,C3450,GASOLINE,8808196,BMW,X6,suv,2017
3451,C3451,GASOLINE,2459011,Maserati,Ghibli,car,2016
3452,C3452,GASOLINE,3939290,Toyota,Tacoma,truck,2017
3453,C3453,GASOLINE,6250422,Volkswagen,Routan,minivan,2011
3454,C3454,GASOLINE,2459011,Ford,Shelby GT350,car,2016
3455,C3455,GASOLINE,2459011,Land Rover,Range Rover,suv,2016
3456,C3456,ELECTRIC,7793541,Tesla,Model X,suv,2020
3457,C3457,GASOLINE,686744,BMW,3 Series,car,2014
3458,C3458,GASOLINE,3480372,Hyundai,Genesis,car,2013
3459,C3459,GASOLINE,11632840,Volkswagen,Tiguan,suv,2016
3460,C3460,GASOLINE,148243,Toyota,Sequoia,suv,2016
3461,C3461,GASOLINE,496956,Porsche,Panamera,car,2012
3462,C3462,GASOLINE,8808196,Mercedes-Benz,E-Class,car,2017
3463,C3463,ELECTRIC,4552654,Tesla,Model 3,car,2019
3464,C3464,GASOLINE,6250422,Subaru,Outback,suv,2017
3465,C3465,GASOLINE,8808196,Subaru,Outback,suv,2019
3466,C3466,DIESEL,2459011,Jaguar,F-PACE,suv,2017
3467,C3467,GASOLINE,6250422,Mazda,3,car,2012
3468,C3468,GASOLINE,15669868,Subaru,WRX,car,2017
3469,C3469,GASOLINE,9065056,Toyota,Sienna,minivan,2018
3470,C3470,GASOLINE,2459011,Audi,SQ5,suv,2019
3471,C3471,GASOLINE,6250422,Audi,A4,car,2013
3472,C3472,GASOLINE,6250422,Volkswagen,Touareg,suv,2014
3473,C3473,GASOLINE,2459011,Porsche,Cayenne,suv,2017
3474,C3474,GASOLINE,3939290,Toyota,Highlander,suv,2017
3475,C3475,ELECTRIC,2391720,Tesla,Model 3,car,2019
3476,C3476,GASOLINE,14731540,Audi,A7,car,2016
3477,C3477,GASOLINE,6792110,Porsche,911,car,2013
3478,C3478,GASOLINE,10822825,Jeep,Wrangler,suv,2015
3479,C3479,GASOLINE,14731540,Audi,Q7,suv,2017
3480,C3480,GASOLINE,2459011,Porsche,Macan,suv,2017
3481,C3481,GASOLINE,2391720,Porsche,Cayman,car,2014
3482,C3482,GASOLINE,13598873,Ford,F-150,truck,2018
3483,C3483,GASOLINE,10431641,BMW,X4,suv,2015
3484,C3484,GASOLINE,2459011,Mercedes-Benz,S-Class,car,2015
3485,C3485,GASOLINE,2391720,Volkswagen,Golf GTI,car,2017
3486,C3486,HYBRID,8139557,Toyota,RAV4 Hybrid,suv,2016
3487,C3487,ELECTRIC,8458858,Tesla,Model X,suv,2016
3488,C3488,GASOLINE,2459011,Toyota,Camry,car,2018
3489,C3489,GASOLINE,15079787,Mercedes-Benz,E-Class,car,2017
3490,C3490,GASOLINE,2459011,Lexus,GX 460,suv,2015
3491,C3491,GASOLINE,8808196,BMW,4 Series,car,2018
3492,C3492,GASOLINE,15079787,BMW,X5,suv,2015
3493,C3493,GASOLINE,8808196,Subaru,Outback,suv,2019
3494,C3494,GASOLINE,2459011,Audi,Q5,suv,2013
3495,C3495,GASOLINE,14731540,Mercedes-Benz,E-Class,car,2017
3496,C3496,GASOLINE,10466335,BMW,4 Series,car,2015
3497,C3497,GASOLINE,9058332,Ford,Expedition,suv,2007
3498,C3498,GASOLINE,13598873,BMW,5 Series,car,2014
3499,C3499,GASOLINE,14731540,Alfa Romeo,Stelvio,suv,2018
3500,C3500,GASOLINE,14731540,BMW,5 Series,car,2017
3501,C3501,GASOLINE,8808196,Audi,A5 Sportback,car,2019
3502,C3502,GASOLINE,148243,Audi,A4,car,2017
3503,C3503,GASOLINE,14994280,Hyundai,Santa Fe Sport,suv,2016
3504,C3504,GASOLINE,15079787,Mercedes-Benz,E-Class,car,2017
3505,C3505,GASOLINE,1709806,Toyota,Sienna,minivan,2015
3506,C3506,GASOLINE,1359691,Toyota,Sienna,minivan,2016
3507,C3507,GASOLINE,2545755,Mercedes-Benz,GLE-Class,suv,2016
3508,C3508,GASOLINE,2459011,Toyota,Supra,car,2020
3509,C3509,GASOLINE,10431641,Mercedes-Benz,M-Class,suv,2013
3510,C3510,GASOLINE,8808196,Toyota,Sienna,minivan,2019
3511,C3511,GASOLINE,121179,Bentley,Continental GTC,car,2007
3512,C3512,GASOLINE,15079787,Ford,Mustang,car,2017
3513,C3513,GASOLINE,14731540,Audi,Q5,suv,2018
3514,C3514,GASOLINE,2459011,BMW,X5,suv,2014
3515,C3515,GASOLINE,2459011,Lexus,RC 350,car,2015
3516,C3516,GASOLINE,6777827,Volkswagen,Atlas,suv,2018
3517,C3517,HYBRID,10339460,Ford,Fusion Energi,car,2016
3518,C3518,GASOLINE,3511449,Subaru,Forester,suv,2009
3519,C3519,GASOLINE,2459011,Toyota,Supra,car,2020
3520,C3520,GASOLINE,15079787,Toyota,Supra,car,2020
3521,C3521,GASOLINE,14731540,Mercedes-Benz,M-Class,suv,2014
3522,C3522,ELECTRIC,713744,BMW,i3,car,2017
3523,C3523,GASOLINE,2459011,Lexus,GS 350,car,2015
3524,C3524,GASOLINE,5360565,Toyota,4Runner,suv,2019
3525,C3525,GASOLINE,10339460,BMW,4 Series,car,2015
3526,C3526,DIESEL,3328877,BMW,5 Series,car,2018
3527,C3527,GASOLINE,3156307,Subaru,Outback,suv,2018
3528,C3528,GASOLINE,2459011,Audi,allroad,car,2015
3529,C3529,GASOLINE,15079787,Mercedes-Benz,GLC-Class,suv,2016
3530,C3530,GASOLINE,2459011,Mercedes-Benz,C-Class,car,2015
3531,C3531,GASOLINE,7793541,Ford,Expedition,suv,2018
3532,C3532,GASOLINE,15079787,Subaru,Outback,suv,2018
3533,C3533,GASOLINE,14731540,Audi,Q3,suv,2018
3534,C3534,GASOLINE,8971113,Subaru,Forester,suv,2017
3535,C3535,GASOLINE,15079787,Subaru,Outback,suv,2017
3536,C3536,GASOLINE,2459011,Lexus,RX 350,suv,2017
3537,C3537,GASOLINE,14731540,Audi,Q3,suv,2016
3538,C3538,GASOLINE,2459011,Subaru,Outback,suv,2017
3539,C3539,GASOLINE,15079787,Mercedes-Benz,C-Class,car,2015
3540,C3540,GASOLINE,8959886,BMW,4 Series,car,2014
3541,C3541,GASOLINE,2459011,Subaru,Outback,suv,2017
3542,C3542,GASOLINE,2459011,Lexus,IS 250,car,2014
3543,C3543,GASOLINE,8808196,Subaru,Outback,suv,2019
3544,C3544,GASOLINE,15079787,Subaru,Outback,suv,2019
3545,C3545,DIESEL,8569958,Ram,3500,truck,2018
3546,C3546,GASOLINE,8808196,Toyota,Camry,car,2019
3547,C3547,GASOLINE,14731540,Audi,Q3,suv,2015
3548,C3548,GASOLINE,8808196,Subaru,Outback,suv,2019
3549,C3549,GASOLINE,8808196,Nissan,Rogue,suv,2019
3550,C3550,GASOLINE,14731540,Audi,A4,car,2017
3551,C3551,GASOLINE,8808196,Subaru,Outback,suv,2019
3552,C3552,GASOLINE,8808196,Subaru,Outback,suv,2019
3553,C3553,GASOLINE,8808196,Subaru,Outback,suv,2019
3554,C3554,GASOLINE,8808196,Subaru,Outback,suv,2019
3555,C3555,GASOLINE,8808196,Toyota,Sienna,minivan,2019
3556,C3556,GASOLINE,15079787,Mercedes-Benz,C-Class,car,2016
3557,C3557,GASOLINE,15079787,Mercedes-Benz,C-Class,car,2015
3558,C3558,GASOLINE,1709806,Nissan,Rogue,suv,2016
3559,C3559,ELECTRIC,5147931,Tesla,Model 3,car,2020
3560,C3560,GASOLINE,8616718,Mercedes-Benz,E-Class,car,2012
3561,C3561,GASOLINE,2459011,Audi,Q3,suv,2017
3562,C3562,HYBRID,6453219,Mercedes-Benz,C-Class,car,2018
3563,C3563,GASOLINE,14731540,Audi,A4,car,2017
3564,C3564,GASOLINE,2459011,Lexus,LX 570,suv,2011
3565,C3565,GASOLINE,1709806,Nissan,Rogue,suv,2017
3566,C3566,ELECTRIC,9036235,Tesla,Model 3,car,2019
3567,C3567,GASOLINE,8808196,Toyota,Corolla,car,2020
3568,C3568,GASOLINE,8808196,Toyota,Camry,car,2019
3569,C3569,GASOLINE,14731540,BMW,X1,suv,2017
3570,C3570,,489060,Jeep,Wrangler,suv,2013
3571,C3571,GASOLINE,8808196,Subaru,Outback,suv,2019
3572,C3572,GASOLINE,8808196,Subaru,Outback,suv,2019
3573,C3573,GASOLINE,14731540,Audi,A3,car,2017
3574,C3574,GASOLINE,15079787,Audi,A4,car,2017
3575,C3575,ELECTRIC,10672993,Kia,Soul EV,car,2017
3576,C3576,GASOLINE,2459011,Mercedes-Benz,C-Class,car,2015
3577,C3577,GASOLINE,14731540,Audi,A3,car,2016
3578,C3578,GASOLINE,8808196,Subaru,Outback,suv,2019
3579,C3579,GASOLINE,8971113,Toyota,Tacoma,truck,2011
3580,C3580,GASOLINE,14731540,Audi,A3,car,2017
3581,C3581,GASOLINE,2459011,Cadillac,SRX,suv,2014
3582,C3582,GASOLINE,2459011,Audi,Q3,suv,2015
3583,C3583,HYBRID,10339460,Ford,Fusion Hybrid,car,2015
3584,C3584,GASOLINE,8984688,Jeep,Wrangler,suv,2012
3585,C3585,GASOLINE,7226276,BMW,4 Series,car,2015
3586,C3586,GASOLINE,10431641,Volkswagen,Beetle,car,2019
3587,C3587,GASOLINE,2459011,Honda,Odyssey,minivan,2015
3588,C3588,ELECTRIC,8458858,Tesla,Model 3,car,2018
3589,C3589,GASOLINE,2459011,Toyota,RAV4,suv,2017
3590,C3590,GASOLINE,2459011,Toyota,RAV4,suv,2017
3591,C3591,GASOLINE,2459011,Kia,Optima,car,2015
3592,C3592,GASOLINE,10431641,MINI,Cooper,car,2015
3593,C3593,GASOLINE,14731540,Lexus,IS 250,car,2014
3594,C3594,GASOLINE,2459011,Audi,A4,car,2017
3595,C3595,GASOLINE,10431641,Toyota,Corolla iM,car,2017
3596,C3596,GASOLINE,7793541,Chevrolet,Traverse,suv,2018
3597,C3597,GASOLINE,2459011,Mazda,CX-5,suv,2017
3598,C3598,GASOLINE,2757207,Chevrolet,Corvette,car,2015
3599,C3599,GASOLINE,2562120,Dodge,Challenger,car,2011
3600,C3600,GASOLINE,2414353,Hyundai,Sonata,car,2017
3601,C3601,ELECTRIC,9936051,Tesla,Model 3,car,2019
3602,C3602,GASOLINE,10636150,BMW,2 Series,car,2016
3603,C3603,GASOLINE,15007088,Mercedes-Benz,CL-Class,car,2011
3604,C3604,GASOLINE,10636150,BMW,X5,suv,2017
3605,C3605,ELECTRIC,4261256,Tesla,Model S,car,2016
3606,C3606,GASOLINE,2040764,Honda,CR-V,suv,2008
3607,C3607,HYBRID,2040764,Honda,Accord Sedan,car,2019
3608,C3608,GASOLINE,2040764,Hyundai,Santa Fe,suv,2009
3609,C3609,ELECTRIC,4261256,Tesla,Model X,suv,2016
3610,C3610,GASOLINE,2040764,Honda,CR-V,suv,2007
3611,C3611,GASOLINE,2040764,Nissan,Altima,car,2013
3612,C3612,GASOLINE,2040764,Honda,Pilot,suv,2009
3613,C3613,ELECTRIC,15788998,Tesla,Model 3,car,2019
3614,C3614,GASOLINE,2040764,Kia,Forte,car,2011
3615,C3615,GASOLINE,15744830,Mitsubishi,Outlander Sport,suv,2016
3616,C3616,GASOLINE,1858419,Volvo,XC60,suv,2015
3617,C3617,GASOLINE,11540748,Ford,Focus,car,2007
3618,C3618,GASOLINE,11540748,Dodge,Avenger,car,2013
3619,C3619,GASOLINE,10817056,Mercedes-benz,C-Class,car,2019
3620,C3620,ELECTRIC,10382339,Tesla,Model S,car,2013
3621,C3621,ELECTRIC,309262,Tesla,Model 3,car,2019
3622,C3622,GASOLINE,11636487,Chevrolet,Camaro,car,2019
3623,C3623,GASOLINE,4925670,Maserati,Ghibli,car,2017
3624,C3624,GASOLINE,15350281,Mercedes-Benz,C-Class,car,2016
3625,C3625,ELECTRIC,5450119,Tesla,Model 3,car,2020
3626,C3626,GASOLINE,2541813,Mercedes-Benz,CLA-Class,car,2014
3627,C3627,GASOLINE,6306212,Jeep,Grand Cherokee,suv,2014
3628,C3628,ELECTRIC,687663,Tesla,Model X,suv,2017
3629,C3629,GASOLINE,11540748,Dodge,Grand Caravan,minivan,2008
3630,C3630,GASOLINE,4261256,Mazda,5,minivan,2012
3631,C3631,GASOLINE,4261256,Acura,MDX,suv,2014
3632,C3632,GASOLINE,2541813,Audi,S5,car,2014
3633,C3633,ELECTRIC,2541813,Tesla,Model 3,car,2020
3634,C3634,GASOLINE,4261256,Hyundai,Sonata,car,2017
3635,C3635,HYBRID,626348,Honda,Accord Hybrid,car,2017
3636,C3636,ELECTRIC,3206099,Tesla,Model 3,car,2018
3637,C3637,GASOLINE,9936051,Chrysler,Pacifica,minivan,2017
3638,C3638,ELECTRIC,4925670,Tesla,Model S,car,2017
3639,C3639,GASOLINE,4925670,Chevrolet,Corvette,car,2018
3640,C3640,GASOLINE,2541813,BMW,4 Series,car,2015
3641,C3641,GASOLINE,2541813,Mercedes-Benz,C-Class,car,2016
3642,C3642,GASOLINE,7479736,Mercedes-benz,GLC-Class,suv,2019
3643,C3643,GASOLINE,9352785,Mercedes-benz,GLE-Class,suv,2020
3644,C3644,GASOLINE,4925670,Audi,RS 5,car,2015
3645,C3645,GASOLINE,9352785,Lexus,GX 460,suv,2018
3646,C3646,GASOLINE,3746510,Chevrolet,Suburban,suv,2015
3647,C3647,GASOLINE,9777278,Jaguar,F-PACE,suv,2018
3648,C3648,GASOLINE,2541813,Jeep,Wrangler,suv,2017
3649,C3649,GASOLINE,4925670,Land Rover,Range Rover Velar,suv,2018
3650,C3650,GASOLINE,640066,Nissan,Altima,car,2017
3651,C3651,GASOLINE,15357260,Mercedes-Benz,SLK-Class,car,2013
3652,C3652,GASOLINE,15357260,Alfa Romeo,Stelvio,suv,2018
3653,C3653,GASOLINE,72053,Lincoln,Navigator,suv,2013
3654,C3654,GASOLINE,4652995,Chevrolet,Malibu,car,2013
3655,C3655,GASOLINE,2541813,Volkswagen,Golf GTI,car,2018
3656,C3656,GASOLINE,3887453,Audi,S5,car,2014
3657,C3657,GASOLINE,2541813,BMW,3 Series,car,2017
3658,C3658,GASOLINE,2541813,Honda,Accord Sedan,car,2019
3659,C3659,HYBRID,14784796,Acura,NSX,car,2017
3660,C3660,GASOLINE,15357260,Mercedes-Benz,C-Class,car,2016
3661,C3661,GASOLINE,2541813,Jeep,Cherokee,suv,2016
3662,C3662,GASOLINE,4494669,Mercedes-Benz,C-Class,car,2017
3663,C3663,GASOLINE,13772146,Kia,Stinger,car,2018
3664,C3664,GASOLINE,10172877,Chrysler,Town and Country,minivan,2013
3665,C3665,GASOLINE,4995589,Jeep,Wrangler,suv,2010
3666,C3666,GASOLINE,10841398,BMW,4-Series,car,2019
3667,C3667,GASOLINE,4335183,Porsche,Cayenne,suv,2013
3668,C3668,GASOLINE,4925670,Acura,MDX,suv,2019
3669,C3669,GASOLINE,640066,Nissan,Maxima,car,2011
3670,C3670,GASOLINE,7813336,Acura,RDX,suv,2014
3671,C3671,GASOLINE,640066,Chevrolet,Malibu,car,2013
3672,C3672,GASOLINE,640066,Volkswagen,Passat,car,2012
3673,C3673,GASOLINE,1806993,Toyota,Corolla,car,2013
3674,C3674,GASOLINE,1806993,Kia,Soul,car,2012
3675,C3675,GASOLINE,3384966,Acura,TSX,car,2012
