,car_index,rating,renterTripsTaken,reviewCount,rate_daily
1728,C1728,,0,0,150
1729,C1729,5.0,4,4,39
1730,C1730,4.93,79,70,53
1731,C1731,5.0,4,4,79
1732,C1732,5.0,1,1,90
1733,C1733,5.0,40,35,55
1734,C1734,5.0,11,10,37
1735,C1735,4.96,63,57,26
1736,C1736,5.0,7,6,220
1737,C1737,5.0,20,17,26
1738,C1738,4.85,104,92,75
1739,C1739,5.0,17,15,94
1740,C1740,4.96,29,28,43
1741,C1741,,0,0,60
1742,C1742,4.74,135,119,46
1743,C1743,5.0,1,1,150
1744,C1744,,1,0,115
1745,C1745,5.0,1,1,44
1746,C1746,5.0,1,1,171
1747,C1747,,0,0,38
1748,C1748,5.0,1,1,136
1749,C1749,5.0,24,21,38
1750,C1750,5.0,5,3,58
1751,C1751,5.0,15,13,37
1752,C1752,,0,0,35
1753,C1753,4.75,19,16,38
1754,C1754,,0,0,60
1755,C1755,5.0,8,7,49
1756,C1756,5.0,10,9,37
1757,C1757,5.0,5,4,34
1758,C1758,5.0,35,31,35
1759,C1759,5.0,18,18,40
1760,C1760,5.0,4,3,35
1761,C1761,4.7,11,10,39
1762,C1762,5.0,6,4,33
1763,C1763,4.96,33,24,59
1764,C1764,4.92,17,13,29
1765,C1765,5.0,44,40,35
1766,C1766,4.83,54,35,42
1767,C1767,4.58,32,31,34
1768,C1768,4.75,31,24,35
1769,C1769,4.85,31,27,39
1770,C1770,4.8,27,25,30
1771,C1771,4.79,55,42,35
1772,C1772,,0,0,78
1773,C1773,5.0,7,6,108
1774,C1774,5.0,29,24,52
1775,C1775,4.98,49,41,40
1776,C1776,4.8,10,10,150
1777,C1777,5.0,20,18,139
1778,C1778,5.0,43,41,111
1779,C1779,4.66,199,148,50
1780,C1780,5.0,14,10,151
1781,C1781,5.0,1,1,100
1782,C1782,5.0,9,9,225
1783,C1783,5.0,16,15,30
1784,C1784,5.0,18,15,250
1785,C1785,,0,0,227
1786,C1786,4.82,23,22,199
1787,C1787,4.89,58,46,59
1788,C1788,4.82,71,67,120
1789,C1789,4.83,22,18,129
1790,C1790,,0,0,64
1791,C1791,5.0,1,1,68
1792,C1792,5.0,3,2,179
1793,C1793,5.0,6,6,53
1794,C1794,4.67,6,6,74
1795,C1795,4.69,16,13,134
1796,C1796,4.56,99,81,90
1797,C1797,5.0,6,6,199
1798,C1798,,0,0,36
1799,C1799,5.0,3,3,63
1800,C1800,4.89,60,55,45
1801,C1801,,0,0,38
1802,C1802,,0,0,60
1803,C1803,5.0,14,11,106
1804,C1804,4.85,79,72,42
1805,C1805,4.87,98,87,29
1806,C1806,,0,0,150
1807,C1807,5.0,9,5,58
1808,C1808,5.0,20,16,44
1809,C1809,4.84,76,64,39
1810,C1810,5.0,6,5,44
1811,C1811,5.0,10,9,75
1812,C1812,4.87,46,39,42
1813,C1813,4.86,95,87,29
1814,C1814,4.83,129,115,29
1815,C1815,5.0,9,8,45
1816,C1816,,0,0,199
1817,C1817,,0,0,126
1818,C1818,4.91,61,53,32
1819,C1819,4.8,36,30,39
1820,C1820,4.86,74,63,29
1821,C1821,,0,0,110
1822,C1822,5.0,13,12,27
1823,C1823,4.75,78,69,37
1824,C1824,4.83,27,24,55
1825,C1825,4.89,32,28,42
1826,C1826,4.88,18,17,45
1827,C1827,4.86,45,44,32
1828,C1828,5.0,9,9,42
1829,C1829,4.84,62,51,27
1830,C1830,4.97,38,35,45
1831,C1831,5.0,2,2,28
1832,C1832,4.74,102,87,30
1833,C1833,4.92,30,26,42
1834,C1834,4.71,10,7,42
1835,C1835,4.93,78,55,25
1836,C1836,4.72,27,25,30
1837,C1837,5.0,2,1,990
1838,C1838,5.0,4,3,199
1839,C1839,4.83,15,12,27
1840,C1840,5.0,25,23,39
1841,C1841,4.73,38,33,29
1842,C1842,5.0,18,17,89
1843,C1843,4.62,16,13,27
1844,C1844,,0,0,29
1845,C1845,5.0,5,4,132
1846,C1846,,0,0,45
1847,C1847,5.0,61,58,43
1848,C1848,5.0,5,4,425
1849,C1849,5.0,20,18,200
1850,C1850,5.0,71,67,44
1851,C1851,5.0,2,2,56
1852,C1852,5.0,2,2,499
1853,C1853,4.67,6,6,95
1854,C1854,5.0,4,2,100
1855,C1855,,0,0,65
1856,C1856,5.0,134,118,34
1857,C1857,4.93,152,130,42
1858,C1858,5.0,2,1,69
1859,C1859,5.0,6,4,43
1860,C1860,4.98,111,99,34
1861,C1861,4.98,140,126,64
1862,C1862,5.0,3,2,38
1863,C1863,4.98,51,48,77
1864,C1864,5.0,2,1,38
1865,C1865,5.0,11,9,74
1866,C1866,5.0,35,33,185
1867,C1867,5.0,10,6,195
1868,C1868,4.98,58,57,126
1869,C1869,5.0,18,14,39
1870,C1870,5.0,24,21,54
1871,C1871,5.0,2,2,42
1872,C1872,5.0,7,5,38
1873,C1873,5.0,12,9,98
1874,C1874,5.0,55,50,150
1875,C1875,,0,0,199
1876,C1876,4.92,60,52,42
1877,C1877,5.0,5,4,94
1878,C1878,5.0,55,46,50
1879,C1879,5.0,3,3,40
1880,C1880,4.8,54,46,45
1881,C1881,5.0,19,18,132
1882,C1882,,0,0,89
1883,C1883,4.93,47,44,45
1884,C1884,4.93,17,14,39
1885,C1885,4.94,60,47,37
1886,C1886,,0,0,90
1887,C1887,4.96,54,50,38
1888,C1888,4.92,16,13,39
1889,C1889,5.0,8,7,36
1890,C1890,5.0,29,29,43
1891,C1891,5.0,25,22,40
1892,C1892,5.0,11,10,125
1893,C1893,4.89,37,28,168
1894,C1894,5.0,34,30,84
1895,C1895,4.98,123,113,139
1896,C1896,4.94,92,77,139
1897,C1897,5.0,58,49,124
1898,C1898,4.97,84,70,139
1899,C1899,,0,0,66
1900,C1900,5.0,6,6,142
1901,C1901,4.57,7,7,55
1902,C1902,4.99,78,71,45
1903,C1903,,0,0,75
1904,C1904,5.0,34,24,139
1905,C1905,5.0,41,38,124
1906,C1906,5.0,7,7,125
1907,C1907,4.97,45,38,124
1908,C1908,4.98,134,119,139
1909,C1909,5.0,79,62,207
1910,C1910,,0,0,95
1911,C1911,,1,0,109
1912,C1912,5.0,4,3,99
1913,C1913,5.0,8,7,135
1914,C1914,5.0,56,39,86
1915,C1915,5.0,61,48,86
1916,C1916,4.92,55,48,86
1917,C1917,4.95,48,40,45
1918,C1918,4.87,138,111,72
1919,C1919,5.0,7,7,211
1920,C1920,5.0,2,1,110
1921,C1921,4.98,58,45,86
1922,C1922,4.5,13,8,49
1923,C1923,,0,0,149
1924,C1924,4.25,5,4,275
1925,C1925,5.0,31,29,28
1926,C1926,5.0,11,11,28
1927,C1927,4.82,142,116,50
1928,C1928,5.0,17,15,84
1929,C1929,5.0,49,39,86
1930,C1930,5.0,20,14,39
1931,C1931,5.0,55,49,84
1932,C1932,4.96,28,27,55
1933,C1933,4.94,34,31,109
1934,C1934,,0,0,98
1935,C1935,,1,0,210
1936,C1936,5.0,51,42,84
1937,C1937,5.0,7,7,69
1938,C1938,5.0,2,2,79
1939,C1939,5.0,69,53,84
1940,C1940,,0,0,84
1941,C1941,5.0,54,37,84
1942,C1942,4.98,48,42,84
1943,C1943,5.0,32,27,79
1944,C1944,4.67,4,3,84
1945,C1945,5.0,6,4,35
1946,C1946,,0,0,70
1947,C1947,5.0,139,108,54
1948,C1948,5.0,120,104,54
1949,C1949,5.0,13,11,54
1950,C1950,5.0,5,5,85
1951,C1951,5.0,27,22,50
1952,C1952,4.77,54,48,69
1953,C1953,5.0,17,14,39
1954,C1954,4.89,19,18,67
1955,C1955,4.4,7,5,75
1956,C1956,5.0,34,31,49
1957,C1957,4.5,3,2,37
1958,C1958,5.0,4,3,45
1959,C1959,5.0,6,6,160
1960,C1960,4.82,161,130,38
1961,C1961,5.0,26,25,110
1962,C1962,4.92,243,200,69
1963,C1963,4.86,113,105,199
1964,C1964,5.0,98,94,128
1965,C1965,5.0,1,1,60
1966,C1966,4.94,42,36,39
1967,C1967,4.86,44,36,140
1968,C1968,5.0,22,20,109
1969,C1969,4.77,120,98,122
1970,C1970,4.98,148,127,166
1971,C1971,4.61,55,41,60
1972,C1972,4.95,157,137,129
1973,C1973,4.86,268,221,110
1974,C1974,5.0,6,4,125
1975,C1975,4.64,76,58,64
1976,C1976,4.97,148,133,129
1977,C1977,5.0,68,67,149
1978,C1978,4.89,160,134,109
1979,C1979,4.96,56,45,128
1980,C1980,,0,0,149
1981,C1981,5.0,9,7,120
1982,C1982,4.81,18,16,133
1983,C1983,,1,0,199
1984,C1984,4.91,191,160,88
1985,C1985,5.0,27,24,150
1986,C1986,5.0,24,18,114
1987,C1987,4.99,113,107,99
1988,C1988,5.0,51,41,75
1989,C1989,,0,0,112
1990,C1990,5.0,8,7,127
1991,C1991,5.0,52,41,136
1992,C1992,4.85,64,55,49
1993,C1993,,1,0,101
1994,C1994,4.91,15,11,160
1995,C1995,4.96,116,98,71
1996,C1996,5.0,92,79,148
1997,C1997,5.0,25,23,209
1998,C1998,4.89,12,9,180
1999,C1999,4.82,45,38,49
2000,C2000,4.92,168,146,102
2001,C2001,5.0,1,1,138
2002,C2002,5.0,8,8,149
2003,C2003,4.95,267,232,172
2004,C2004,5.0,47,41,103
2005,C2005,5.0,14,13,69
2006,C2006,4.67,13,12,229
2007,C2007,4.74,36,34,90
2008,C2008,4.96,56,53,299
2009,C2009,4.97,41,38,109
2010,C2010,5.0,83,74,189
2011,C2011,4.88,35,34,40
2012,C2012,5.0,56,48,234
2013,C2013,5.0,22,19,99
2014,C2014,5.0,33,29,167
2015,C2015,5.0,14,12,499
2016,C2016,5.0,12,12,135
2017,C2017,5.0,10,10,199
2018,C2018,5.0,48,44,112
2019,C2019,4.96,135,119,35
2020,C2020,4.96,58,51,81
2021,C2021,4.82,37,33,137
2022,C2022,4.94,37,34,80
2023,C2023,5.0,147,127,35
2024,C2024,4.57,8,7,108
2025,C2025,5.0,32,31,89
2026,C2026,5.0,9,5,125
2027,C2027,5.0,6,5,134
2028,C2028,5.0,55,47,294
2029,C2029,5.0,15,10,159
2030,C2030,4.94,59,53,100
2031,C2031,5.0,14,14,39
2032,C2032,5.0,14,8,99
2033,C2033,5.0,8,6,266
2034,C2034,5.0,26,24,118
2035,C2035,5.0,1,1,189
2036,C2036,,0,0,349
2037,C2037,4.83,35,29,119
2038,C2038,4.98,60,54,104
2039,C2039,5.0,4,2,89
2040,C2040,4.93,110,89,88
2041,C2041,4.92,66,61,85
2042,C2042,4.99,84,76,123
2043,C2043,5.0,77,71,66
2044,C2044,5.0,63,57,89
2045,C2045,5.0,12,11,79
2046,C2046,5.0,2,2,299
2047,C2047,4.81,36,32,52
2048,C2048,5.0,24,22,112
2049,C2049,4.96,30,24,99
2050,C2050,5.0,23,20,269
2051,C2051,,0,0,95
2052,C2052,4.99,92,80,106
2053,C2053,5.0,333,321,109
2054,C2054,5.0,20,15,49
2055,C2055,,0,0,147
2056,C2056,4.0,5,4,89
2057,C2057,4.99,124,110,80
2058,C2058,4.91,13,11,29
2059,C2059,4.5,2,2,599
2060,C2060,5.0,49,46,52
2061,C2061,5.0,19,14,104
2062,C2062,4.0,1,1,114
2063,C2063,4.96,29,24,599
2064,C2064,4.98,61,53,138
2065,C2065,4.5,3,2,130
2066,C2066,5.0,24,19,80
2067,C2067,4.99,198,193,109
2068,C2068,5.0,4,4,58
2069,C2069,5.0,25,25,174
2070,C2070,4.95,144,124,129
2071,C2071,5.0,3,2,154
2072,C2072,4.98,50,45,39
2073,C2073,5.0,6,6,154
2074,C2074,5.0,54,49,150
2075,C2075,5.0,41,36,84
2076,C2076,5.0,48,45,130
2077,C2077,5.0,6,5,111
2078,C2078,5.0,1,1,58
2079,C2079,,0,0,128
2080,C2080,4.9,126,103,95
2081,C2081,4.97,123,116,99
2082,C2082,4.91,39,35,129
2083,C2083,5.0,24,20,100
2084,C2084,5.0,16,15,139
2085,C2085,4.94,23,16,100
2086,C2086,5.0,77,67,59
2087,C2087,4.98,151,130,88
2088,C2088,4.69,22,13,129
2089,C2089,4.94,57,53,90
2090,C2090,5.0,9,7,158
2091,C2091,5.0,17,14,187
2092,C2092,,1,0,80
2093,C2093,5.0,64,58,76
2094,C2094,5.0,27,23,59
2095,C2095,5.0,18,17,115
2096,C2096,4.96,86,77,58
2097,C2097,5.0,5,5,199
2098,C2098,5.0,7,7,199
2099,C2099,4.84,244,204,139
2100,C2100,5.0,31,24,84
2101,C2101,4.98,67,59,95
2102,C2102,5.0,47,41,84
2103,C2103,5.0,51,44,55
2104,C2104,,0,0,131
2105,C2105,5.0,29,26,73
2106,C2106,4.72,95,78,199
2107,C2107,5.0,2,2,40
2108,C2108,4.98,112,101,120
2109,C2109,5.0,2,2,199
2110,C2110,5.0,40,34,81
2111,C2111,4.97,189,174,139
2112,C2112,5.0,12,8,499
2113,C2113,5.0,12,10,89
2114,C2114,5.0,37,32,88
2115,C2115,4.8,71,59,50
2116,C2116,,0,0,56
2117,C2117,4.95,76,66,135
2118,C2118,4.99,89,77,149
2119,C2119,5.0,7,6,46
2120,C2120,4.9,129,116,109
2121,C2121,5.0,22,20,139
2122,C2122,5.0,6,6,89
2123,C2123,4.86,42,37,170
2124,C2124,5.0,4,3,100
2125,C2125,5.0,2,2,56
2126,C2126,4.91,42,33,129
2127,C2127,4.94,19,17,112
2128,C2128,5.0,11,10,299
2129,C2129,5.0,7,5,56
2130,C2130,5.0,109,98,58
2131,C2131,5.0,37,32,85
2132,C2132,4.98,61,48,178
2133,C2133,4.2,5,5,58
2134,C2134,4.93,33,28,209
2135,C2135,5.0,40,34,66
2136,C2136,4.92,234,195,119
2137,C2137,4.81,28,27,299
2138,C2138,,0,0,128
2139,C2139,4.96,224,200,109
2140,C2140,5.0,38,36,175
2141,C2141,,0,0,98
2142,C2142,4.88,21,17,80
2143,C2143,5.0,13,11,81
2144,C2144,4.33,3,3,499
2145,C2145,4.89,77,53,78
2146,C2146,4.97,79,70,75
2147,C2147,5.0,12,12,69
2148,C2148,4.95,174,153,99
2149,C2149,4.57,8,7,250
2150,C2150,,0,0,45
2151,C2151,5.0,111,103,129
2152,C2152,4.84,90,77,70
2153,C2153,4.87,108,85,159
2154,C2154,5.0,4,4,119
2155,C2155,5.0,1,1,777
2156,C2156,5.0,2,2,130
2157,C2157,5.0,3,3,99
2158,C2158,5.0,45,39,31
2159,C2159,5.0,36,32,95
2160,C2160,4.8,76,64,39
2161,C2161,4.81,101,95,30
2162,C2162,4.87,78,69,30
2163,C2163,,0,0,98
2164,C2164,4.88,11,8,89
2165,C2165,4.79,34,28,62
2166,C2166,5.0,3,2,47
2167,C2167,4.6,7,5,98
2168,C2168,4.89,107,95,68
2169,C2169,4.92,122,105,77
2170,C2170,4.97,35,31,27
2171,C2171,4.71,44,34,49
2172,C2172,4.83,16,12,27
2173,C2173,5.0,42,35,69
2174,C2174,5.0,7,6,44
2175,C2175,5.0,7,7,79
2176,C2176,5.0,5,5,26
2177,C2177,4.83,123,96,77
2178,C2178,4.97,82,71,75
2179,C2179,5.0,25,17,95
2180,C2180,4.97,43,36,89
2181,C2181,5.0,11,7,29
2182,C2182,4.94,64,47,69
2183,C2183,4.99,73,68,79
2184,C2184,5.0,61,55,95
2185,C2185,4.79,171,126,63
2186,C2186,4.8,48,35,44
2187,C2187,5.0,12,10,46
2188,C2188,3.67,5,3,30
2189,C2189,5.0,28,27,39
2190,C2190,4.6,65,48,39
2191,C2191,5.0,2,2,111
2192,C2192,4.83,27,24,30
2193,C2193,4.89,151,115,35
2194,C2194,,1,0,30
2195,C2195,4.64,13,11,39
2196,C2196,5.0,32,28,35
2197,C2197,4.95,30,20,69
2198,C2198,5.0,2,2,29
2199,C2199,4.88,68,49,55
2200,C2200,4.77,49,35,69
2201,C2201,5.0,4,3,35
2202,C2202,5.0,54,49,119
2203,C2203,4.85,42,34,47
2204,C2204,5.0,3,1,39
2205,C2205,4.94,63,52,27
2206,C2206,5.0,12,9,36
2207,C2207,5.0,2,2,45
2208,C2208,4.88,110,83,149
2209,C2209,5.0,33,28,249
2210,C2210,4.92,38,37,79
2211,C2211,4.96,115,89,59
2212,C2212,4.62,14,13,39
2213,C2213,4.7,14,10,125
2214,C2214,4.96,28,24,51
2215,C2215,5.0,38,26,123
2216,C2216,4.95,23,21,35
2217,C2217,,0,0,30
2218,C2218,4.99,92,77,39
2219,C2219,5.0,10,6,100
2220,C2220,5.0,16,13,35
2221,C2221,4.81,49,43,44
2222,C2222,4.69,144,116,48
2223,C2223,4.98,72,55,27
2224,C2224,5.0,67,61,30
2225,C2225,4.91,77,69,159
2226,C2226,4.86,17,14,35
2227,C2227,4.94,26,16,45
2228,C2228,5.0,4,3,35
2229,C2229,4.83,253,209,129
2230,C2230,4.92,17,13,35
2231,C2231,4.93,86,72,79
2232,C2232,4.52,101,75,35
2233,C2233,4.81,22,21,115
2234,C2234,4.81,32,27,29
2235,C2235,4.95,24,19,35
2236,C2236,4.85,76,72,49
2237,C2237,5.0,18,15,29
2238,C2238,5.0,2,2,35
2239,C2239,4.88,12,8,32
2240,C2240,5.0,6,4,35
2241,C2241,5.0,5,4,55
2242,C2242,4.97,35,32,26
2243,C2243,4.98,59,51,189
2244,C2244,4.9,57,51,30
2245,C2245,4.84,43,37,125
2246,C2246,4.91,52,44,65
2247,C2247,5.0,104,94,109
2248,C2248,5.0,20,17,239
2249,C2249,4.7,100,80,35
2250,C2250,5.0,14,10,90
2251,C2251,4.98,54,47,89
2252,C2252,4.75,67,51,27
2253,C2253,4.71,36,28,35
2254,C2254,4.17,8,6,35
2255,C2255,4.92,137,114,27
2256,C2256,4.95,122,108,44
2257,C2257,4.92,30,26,34
2258,C2258,4.63,9,8,34
2259,C2259,5.0,10,5,35
2260,C2260,4.97,30,30,33
2261,C2261,5.0,11,9,35
2262,C2262,5.0,14,13,35
2263,C2263,,1,0,39
2264,C2264,5.0,25,21,109
2265,C2265,4.41,34,27,27
2266,C2266,4.96,30,23,30
2267,C2267,5.0,15,13,245
2268,C2268,4.97,38,33,55
2269,C2269,4.93,51,43,149
2270,C2270,4.8,70,61,69
2271,C2271,4.9,23,20,39
2272,C2272,5.0,11,8,34
2273,C2273,5.0,19,19,93
2274,C2274,4.91,65,55,43
2275,C2275,5.0,15,15,35
2276,C2276,5.0,13,13,119
2277,C2277,5.0,13,11,199
2278,C2278,5.0,21,19,106
2279,C2279,4.96,34,26,37
2280,C2280,4.81,97,80,69
2281,C2281,4.83,140,95,59
2282,C2282,4.94,42,36,119
2283,C2283,5.0,33,28,59
2284,C2284,4.8,97,75,35
2285,C2285,5.0,21,12,799
2286,C2286,4.95,43,38,210
2287,C2287,5.0,35,32,54
2288,C2288,4.93,20,15,155
2289,C2289,4.89,98,84,30
2290,C2290,5.0,6,4,49
2291,C2291,4.92,91,78,40
2292,C2292,4.88,33,32,81
2293,C2293,4.65,36,31,33
2294,C2294,4.9,52,42,755
2295,C2295,4.89,168,149,99
2296,C2296,5.0,18,16,51
2297,C2297,5.0,2,1,92
2298,C2298,4.92,99,88,125
2299,C2299,5.0,3,2,199
2300,C2300,4.99,96,87,115
2301,C2301,5.0,8,6,175
2302,C2302,4.96,109,95,90
2303,C2303,5.0,31,30,122
2304,C2304,4.95,25,22,99
2305,C2305,4.92,61,50,45
2306,C2306,5.0,71,64,124
2307,C2307,4.9,87,71,159
2308,C2308,5.0,15,12,169
2309,C2309,4.64,82,64,159
2310,C2310,5.0,77,64,159
2311,C2311,4.97,42,38,59
2312,C2312,4.92,18,13,82
2313,C2313,4.0,7,5,37
2314,C2314,4.89,83,64,59
2315,C2315,4.95,97,82,27
2316,C2316,5.0,1,1,34
2317,C2317,5.0,11,8,127
2318,C2318,4.89,47,45,999
2319,C2319,5.0,1,1,69
2320,C2320,4.97,53,40,59
2321,C2321,4.87,29,23,45
2322,C2322,5.0,12,10,78
2323,C2323,5.0,37,32,27
2324,C2324,4.96,92,73,91
2325,C2325,4.74,46,31,199
2326,C2326,4.9,125,108,169
2327,C2327,4.56,11,9,199
2328,C2328,5.0,10,8,48
2329,C2329,4.87,19,15,230
2330,C2330,5.0,17,9,665
2331,C2331,5.0,81,72,95
2332,C2332,4.88,9,8,132
2333,C2333,4.94,126,110,299
2334,C2334,,0,0,60
2335,C2335,4.98,109,94,52
2336,C2336,5.0,7,5,52
2337,C2337,5.0,12,11,55
2338,C2338,5.0,13,12,136
2339,C2339,,0,0,54
2340,C2340,4.69,15,13,45
2341,C2341,,0,0,75
2342,C2342,4.96,53,45,57
2343,C2343,5.0,31,23,57
2344,C2344,5.0,3,3,150
2345,C2345,5.0,28,21,49
2346,C2346,4.43,9,7,30
2347,C2347,5.0,3,3,75
2348,C2348,4.76,94,83,41
2349,C2349,5.0,32,26,75
2350,C2350,4.97,67,60,46
2351,C2351,4.91,125,101,36
2352,C2352,5.0,16,11,42
2353,C2353,4.93,65,56,45
2354,C2354,4.92,18,12,33
2355,C2355,4.9,105,94,64
2356,C2356,4.83,10,6,45
2357,C2357,4.79,112,94,55
2358,C2358,4.95,49,39,50
2359,C2359,5.0,13,12,64
2360,C2360,4.86,73,59,70
2361,C2361,,2,0,45
2362,C2362,4.59,30,27,55
2363,C2363,4.82,26,22,72
2364,C2364,4.91,105,85,63
2365,C2365,5.0,4,3,225
2366,C2366,5.0,15,12,160
2367,C2367,3.56,10,9,46
2368,C2368,4.92,76,73,180
2369,C2369,5.0,16,15,280
2370,C2370,4.88,8,8,126
2371,C2371,4.9,33,29,44
2372,C2372,4.97,47,36,195
2373,C2373,,0,0,35
2374,C2374,5.0,8,6,91
2375,C2375,5.0,34,33,64
2376,C2376,5.0,6,5,56
2377,C2377,5.0,7,7,29
2378,C2378,4.88,43,40,33
2379,C2379,4.98,48,43,46
2380,C2380,5.0,12,6,45
2381,C2381,4.99,147,130,30
2382,C2382,4.93,18,15,21
2383,C2383,4.87,60,54,130
2384,C2384,4.87,31,31,84
2385,C2385,5.0,10,9,100
2386,C2386,5.0,4,3,145
2387,C2387,4.92,12,12,69
2388,C2388,5.0,68,64,86
2389,C2389,5.0,67,60,35
2390,C2390,5.0,21,18,55
2391,C2391,5.0,21,18,179
2392,C2392,5.0,45,42,100
2393,C2393,5.0,29,28,129
2394,C2394,5.0,13,12,200
2395,C2395,5.0,4,2,30
2396,C2396,5.0,5,5,30
2397,C2397,4.85,61,46,65
2398,C2398,4.78,9,9,72
2399,C2399,4.92,73,64,72
2400,C2400,4.76,39,37,54
2401,C2401,5.0,104,90,38
2402,C2402,5.0,40,37,189
2403,C2403,4.82,24,22,54
2404,C2404,5.0,6,5,104
2405,C2405,4.87,128,114,28
2406,C2406,5.0,13,13,95
2407,C2407,4.88,30,26,56
2408,C2408,4.6,29,25,36
2409,C2409,4.75,100,89,26
2410,C2410,,0,0,32
2411,C2411,5.0,4,3,42
2412,C2412,4.9,47,39,59
2413,C2413,5.0,118,112,129
2414,C2414,4.93,83,69,58
2415,C2415,4.99,92,86,124
2416,C2416,4.67,53,48,52
2417,C2417,4.93,61,56,55
2418,C2418,4.88,40,33,50
2419,C2419,4.95,44,42,69
2420,C2420,4.96,32,26,92
2421,C2421,4.96,59,56,65
2422,C2422,5.0,5,5,39
2423,C2423,5.0,8,7,48
2424,C2424,5.0,55,51,49
2425,C2425,4.9,53,50,63
2426,C2426,4.81,42,37,50
2427,C2427,4.91,11,11,38
2428,C2428,4.97,40,36,35
2429,C2429,4.94,68,63,135
2430,C2430,4.97,38,35,32
2431,C2431,4.96,29,27,34
2432,C2432,4.48,33,27,26
2433,C2433,4.85,66,61,33
2434,C2434,5.0,24,23,125
2435,C2435,5.0,8,5,30
2436,C2436,5.0,26,26,55
2437,C2437,4.94,59,53,58
2438,C2438,5.0,31,27,40
2439,C2439,5.0,46,41,110
2440,C2440,5.0,17,16,74
2441,C2441,,0,0,70
2442,C2442,5.0,23,20,65
2443,C2443,4.96,31,28,69
2444,C2444,5.0,44,42,99
2445,C2445,5.0,1,1,35
2446,C2446,5.0,19,14,230
2447,C2447,5.0,1,1,64
2448,C2448,5.0,17,17,120
2449,C2449,5.0,26,23,45
2450,C2450,,0,0,60
2451,C2451,,0,0,100
2452,C2452,5.0,6,6,100
2453,C2453,5.0,3,3,32
2454,C2454,4.91,13,11,132
2455,C2455,4.98,60,57,65
2456,C2456,4.97,35,33,299
2457,C2457,,0,0,40
2458,C2458,5.0,1,1,94
2459,C2459,5.0,10,10,177
2460,C2460,,0,0,80
2461,C2461,4.67,6,6,42
2462,C2462,4.78,21,18,119
2463,C2463,4.89,64,53,89
2464,C2464,5.0,5,3,38
2465,C2465,,0,0,26
2466,C2466,5.0,3,3,38
2467,C2467,,0,0,45
2468,C2468,4.81,34,32,69
2469,C2469,5.0,5,4,30
2470,C2470,5.0,4,4,80
2471,C2471,5.0,4,4,36
2472,C2472,5.0,2,1,100
2473,C2473,,0,0,26
2474,C2474,5.0,2,2,37
2475,C2475,5.0,20,20,176
2476,C2476,4.48,27,23,32
2477,C2477,4.93,29,27,70
2478,C2478,4.92,50,40,139
2479,C2479,5.0,3,3,150
2480,C2480,4.64,26,22,60
2481,C2481,5.0,9,7,99
2482,C2482,5.0,11,11,32
2483,C2483,,0,0,165
2484,C2484,4.71,8,7,80
2485,C2485,4.58,42,31,65
2486,C2486,5.0,1,1,79
2487,C2487,5.0,6,4,73
2488,C2488,5.0,3,2,48
2489,C2489,,1,0,182
2490,C2490,4.57,9,7,43
2491,C2491,5.0,12,11,39
2492,C2492,4.63,19,8,44
2493,C2493,5.0,7,7,139
2494,C2494,5.0,32,31,75
2495,C2495,,0,0,250
2496,C2496,5.0,10,9,250
2497,C2497,4.88,36,33,104
2498,C2498,4.75,4,4,21
2499,C2499,4.96,27,26,145
2500,C2500,4.97,38,36,59
2501,C2501,,0,0,40
2502,C2502,5.0,2,1,22
2503,C2503,,0,0,95
2504,C2504,5.0,1,1,30
2505,C2505,5.0,4,3,113
2506,C2506,5.0,15,13,150
2507,C2507,5.0,2,1,109
2508,C2508,,0,0,109
2509,C2509,4.97,31,31,125
2510,C2510,5.0,83,78,33
2511,C2511,5.0,4,4,78
2512,C2512,5.0,10,10,235
2513,C2513,4.9,81,73,42
2514,C2514,4.98,55,49,52
2515,C2515,4.86,17,14,40
2516,C2516,4.77,88,75,80
2517,C2517,4.87,80,69,44
2518,C2518,5.0,10,9,62
2519,C2519,4.85,31,26,70
2520,C2520,5.0,3,3,90
2521,C2521,4.88,33,32,80
2522,C2522,4.95,21,20,135
2523,C2523,,0,0,75
2524,C2524,4.95,88,76,32
2525,C2525,5.0,26,20,60
2526,C2526,5.0,1,1,40
2527,C2527,4.98,127,116,99
2528,C2528,4.63,8,8,40
2529,C2529,5.0,6,2,119
2530,C2530,4.69,59,49,27
2531,C2531,4.94,33,32,49
2532,C2532,4.64,23,22,37
2533,C2533,4.75,30,20,42
2534,C2534,4.94,74,62,47
2535,C2535,4.93,30,27,43
2536,C2536,4.98,57,49,27
2537,C2537,4.77,33,26,30
2538,C2538,5.0,1,1,30
2539,C2539,5.0,35,29,59
2540,C2540,,0,0,180
2541,C2541,4.5,18,16,36
2542,C2542,4.75,18,16,89
2543,C2543,5.0,44,35,75
2544,C2544,5.0,4,3,45
2545,C2545,5.0,5,5,89
2546,C2546,4.92,81,60,47
2547,C2547,4.77,15,13,29
2548,C2548,,0,0,45
2549,C2549,4.97,45,39,32
2550,C2550,5.0,16,12,32
2551,C2551,,0,0,40
2552,C2552,4.97,42,35,25
2553,C2553,4.73,37,30,25
2554,C2554,4.84,31,31,32
2555,C2555,5.0,3,3,44
2556,C2556,4.92,44,40,38
2557,C2557,,0,0,70
2558,C2558,4.93,33,30,35
2559,C2559,4.96,26,25,61
2560,C2560,5.0,52,48,29
2561,C2561,4.81,117,100,62
